sentence,response,label
"i don't know what to do about this, my friends don't help, they hardly even listen, but every day i just feel closer to crying, and lately all of it's just making me want to die.",distorted,distorted
i also tried to cut myself three times in my wrist because i feel so worthless.,,distorted
"when i was younger the problems were so much worse, but ever since i became postpartum they are starting to bother me again.",non-distorted,distorted
i need to know if i should openly admit of being suicidal but can't do nothing about it because i can't do that to my only child.,distorted,distorted
"can't we just live in peace? i have always considered running away, but i have never had enough courage to do so, under the fear that my mother will always end up finding me and scream at me and punish me.",distorted,distorted
"the worst part is that that i had forgotten about my cousin then once when i was 17, the events flashedback but it was too late as i was now very attached to him as a brother.",non-distorted,distorted
"i get the stiff feeling on the back of my head and have to divert me attention to my phone (which stops the shaking), i find it so hard to just walk normally on the street without pretending to be on my phone.",distorted,distorted
i am desperately seeking a job but no one will higher me because i have no work experience.,distorted,distorted
"at one point we often laugh and talk together, when i want a hug she's the first person i'm going to, but at the same time she's the only person that i actually fell deep hatred towards.",distorted,distorted
i get angry over nothing.,distorted,distorted
"i do care, i just don't know what to do or say in most situations, especially since he's always in physical pain and blames the stress that i'm causing him for that pain.",distorted,distorted
i never feel like i can say what i want because i'm scared he's going to react.,distorted,distorted
whenever i am alone or think that no one is looking at me i would pretend to be someone else and talk to people that doesn't exists and whenever i realise that people notice me i would snap back to reality.,distorted,distorted
"she seems to pride herself on the fact she is ""letting"" me go to school and says she will suck up the pain, but that she wants to die because there is nothing left and her life did not turn out how she wanted.",distorted,distorted
